,name,lat,long
0,329,41.2227818047105,69.2033830717587
1,291,41.2535134807015,69.3766540071519
2,293,41.2535767207003,69.3772370882162
3,110,41.3043106968805,69.2742389238293
4,147,41.2735905938421,69.2757264072673
5,46,41.3360888490563,69.2181344565989
6,224,41.3446891136991,69.222991079795
7,289,41.2333934768299,69.3386480091851
8,290,41.2344578309119,69.3507308903547
9,49,41.3484089861334,69.35221263264
10,64,41.3113522330135,69.2927568411696
11,125,41.2468378714999,69.3051180273814
12,94,41.2958059357486,69.2834935194058
13,317,41.2188850158291,69.2158758549136
14,211А,41.3475178986922,69.3885197795908
15,207,41.3460868230478,69.3663589717625
16,18,41.3176241324762,69.2978368457612
17,27,41.3403497204107,69.3342721281472
18,35,41.3631752777527,69.3887442817138
19,50,41.3135745111816,69.2826395648537
20,71,41.3231891164093,69.3179045455986
21,112,41.3206106187351,69.3471303018473
22,121,41.3316175757789,69.3718566324597
23,142,41.325921426719,69.3030346999686
24,71А,41.3177377618298,69.3225239945915
25,187,41.3496270151718,69.3424329283272
26,205,41.3578195061929,69.3690777154961
27,208,41.3350434655323,69.3677068152851
28,209,41.3379962909621,69.3734698705394
29,210,41.3586061242664,69.3926010840081
30,263,41.2505521493987,69.3088382167819
31,47,41.2472599682727,69.2985452215079
32,266,41.2475465178973,69.2914209769476
33,211,41.3547127238758,69.3883593724489
34,221,41.3567991558447,69.3643276688283
35,222,41.3240575504713,69.3535985340646
36,223,41.3591406348573,69.3641973052846
37,225,41.3316431311741,69.3278605753193
38,241,41.3268106942886,69.3453953345308
39,248,41.354544384588,69.3821563583597
40,256,41.3476041189323,69.3842904653419
41,275,41.319190387869,69.3551965635782
42,279,41.3422676747031,69.388763396256
43,308,41.338604,69.372721
44,286,41.4127129231348,69.4669982636314
45,54,41.4039180270203,69.457523633745
46,МАФИДУМ,41.3297457984551,69.3375285034487
47,ФФИДУМ,41.3332923640959,69.3039026786483
48,ПМТИДУМ,41.3482871917309,69.3408593651824
49,31,41.2501640169133,69.3074416474628
50,56,41.2771974083856,69.2931299681243
51,60,41.296409145285,69.2783512856023
52,65,41.2847967916369,69.2922914671312
53,83,41.2821419487071,69.275587969813
54,154,41.2685990387424,69.3009467181394
55,158,41.2745737525726,69.2978651518667
56,175,41.2753693672551,69.2898497108557
57,213,41.2429968898149,69.3248063095395
58,214,41.2572307356118,69.3184216495913
59,218,41.2469875478872,69.3141948132125
60,294,41.2816490949599,69.2893504231535
61,328,41.2930822882966,69.2736950707648
62,1,41.3297648408408,69.2298047441114
63,11,41.3398039455059,69.2329673194258
64,15,41.368562693463,69.2012877168138
65,16,41.3728863589591,69.2378536142946
66,22,41.3355633334526,69.2474453424208
67,24,41.3357234972493,69.2323569621858
68,28,41.3445279945433,69.2411881897182
69,29,41.358239984424,69.1841117014405
70,111,41.339238202909,69.2232836942702
71,133,41.3546797975393,69.2382197849522
72,134,41.3685016165403,69.1985765261677
73,146,41.3371414201541,69.2491477240415
74,159,41.346510073665,69.2453061850786
75,159А,41.3409434280421,69.2501717688785
76,165,41.3638417910842,69.2314407066381
77,185,41.3531690771391,69.232848868893
78,191,41.3597651057448,69.2211604531246
79,196,41.3604169146034,69.2193221979938
80,219,41.3695518342134,69.2188138415352
81,233,41.3573635406406,69.2335688736885
82,234,41.3694847311035,69.2087440287616
83,242,41.3691941083985,69.2106381563461
84,243,41.3422670672796,69.2073457799622
85,249,41.3555705320033,69.1915978205507
86,261,41.3530073827555,69.1847878334018
87,278,41.3660489551339,69.1915525387461
88,298,41.3324911983822,69.2237615719826
89,315,41.3842628951191,69.220044278674
90,326,41.3556950918818,69.2164980823082
91,6,41.2099186084728,69.2241631936046
92,7,41.2126904223818,69.2334762242708
93,55,41.228472,69.209399
94,68,41.2109219662711,69.2323277474397
95,76,41.2320510141023,69.2011954483593
96,104,41.2162713200136,69.2404347719132
97,237,41.2596732916191,69.2565135051342
98,264,41.2008471461134,69.2508202144538
99,267,41.2473140637298,69.2245514200468
100,268,41.2472520291262,69.2852131479022
101,269,41.2469298210943,69.2575971051594
102,277,41.2475468652719,69.2881241611172
103,284,41.2208793947002,69.2176852874539
104,300,41.2213983571423,69.2140396378841
105,301,41.2225529529009,69.2166813935014
106,305,41.2173876475466,69.2643587880155
107,322,41.2268148938979,69.211131163924
108,292,41.17737,69.247065
109,2,41.1997913308978,69.2225501173276
110,3,41.198082,69.217798
111,8,41.2071064598236,69.216110221765
112,32,41.2355559736967,69.1910109196093
113,285,41.1979322280985,69.2096917391596
114,303,41.2233448804143,69.1836824687143
115,304,41.1954799020575,69.211390092499
116,330,41.223759601848,69.2030679086839
117,331,41.2112136424054,69.1987532026529
118,333,41.1817829933326,69.2280297013167
119,334,41.2080522441498,69.1853540081246
120,335,41.1817537939613,69.2967071397066
121,336,41.1871574709418,69.2761117587061
122,4,41.3166034594056,69.1820066701764
123,14,41.2910372811911,69.1596986276508
124,38,41.3152207168706,69.1743582356354
125,44,41.2864279757227,69.1790941080195
126,62,41.2936417376656,69.1901544788672
127,74,41.2795324569293,69.189233698124
128,75,41.320749190362,69.1744837811236
129,78,41.2831415074965,69.172557410484
130,81,41.3069523642728,69.1889376583552
131,106,41.3252829794795,69.1880007814782
132,107,41.2767389523451,69.17657669609
133,109,41.3245565271008,69.1707898389031
134,116,41.314612322373,69.1644465545835
135,123,41.3038683872379,69.1575619520125
136,129,41.3079152703097,69.1693599490791
137,193,41.2983539775331,69.1670864313833
138,194,41.282047059084,69.1666696781211
139,197,41.2985726265667,69.1593363596185
140,203,41.2709700705764,69.1583947258697
141,228,41.2956138539893,69.1817431501216
142,229,41.2892052284142,69.1789073572228
143,236,41.3219732308104,69.1625191441332
144,238,41.2919390903488,69.1724633711343
145,245,41.310755698094,69.1811560653486
146,251,41.2721074009221,69.1410676632698
147,283,41.280119081789,69.1878157889879
148,332,41.2126164475738,69.19515008012
149,287,41.2778461978023,69.1669932688389
150,295,41.2649010660843,69.150123636846
151,296,41.2672206605784,69.1557279961649
152,297,41.2817969556434,69.1388133238042
153,312,41.2912519495749,69.1451821780637
154,ХИДУМ,41.2806846756599,69.1880522138866
155,79,41.296092,69.21318
156,90,41.308855,69.244873
157,101,41.2684067089774,69.1850646919629
158,103,41.28261,69.226558
159,114,41.2635789165052,69.1934629319031
160,126,41.2603531848792,69.1530412672896
161,128,41.299703,69.228425
162,131,41.266474265886,69.2054624285713
163,138,41.276139456248,69.2184434995852
164,162,41.2850926032075,69.2216247507512
165,163,41.2785533614706,69.2227485257065
166,164,41.274121645881,69.1996513673265
167,168,41.2872206535006,69.2246999200309
168,173,41.292920220797,69.2200872314928
169,178,41.2878280868573,69.2130268580917
170,179,41.2955576691912,69.2079293044601
171,182,41.2884637694263,69.2133435267568
172,183,41.292374372715,69.2035265568282
173,184,41.2854736452671,69.2003775630275
174,188,41.2641493682694,69.2114636714282
175,195,41.2741588312995,69.1979946168811
176,195А,41.2831426121396,69.1958319058117
177,200,41.2639759744442,69.1818038401878
178,201,41.2515223851224,69.2018490533865
179,202,41.2633752351276,69.18333892798
180,217,41.2679567267096,69.1746587694862
181,232,41.2596326569388,69.2115722968459
182,270,41.2375918687075,69.1722266285891
183,280,41.2617423691013,69.1579819403236
184,281,41.2671986646864,69.1650085312548
185,10,41.3326802559835,69.2630783418086
186,13,41.3094159260125,69.2208081387812
187,19,41.3265931424513,69.257749164422
188,20,41.3393587911727,69.2636352820312
189,34,41.3089632537164,69.235020360458
190,39,41.3350862096428,69.1992570910803
191,40,41.3235285662306,69.2070938093151
192,41,41.3264731363666,69.2264081854561
193,42,41.3261657933703,69.2436162726487
194,34А,41.3134720750335,69.2324409044584
195,59,41.3229980001694,69.2476270416811
196,82,41.3199474193152,69.2289940445172
197,84,41.3082951446521,69.2362194823558
198,85,41.3133472796904,69.2277512647994
199,92,41.333389185625,69.20516814149
200,102,41.3295107198285,69.2205597513044
201,113,41.3309756324993,69.2030973593694
202,42А,41.3267340654495,69.2612153579108
203,132,41.3313248819484,69.2141223637916
204,136,41.3125529240391,69.1981932543385
205,141,41.3157093157987,69.2092315567727
206,157,41.3055743459023,69.211750761164
207,180А,41.3091700607929,69.1982146216687
208,169,41.3418248550561,69.2002416547139
209,180,41.3032314695151,69.2071762495346
210,186,41.3137294280592,69.2036825688558
211,192,41.3263402953961,69.1989724201641
212,254,41.3028035134865,69.2169332987629
213,262,41.3331704316764,69.1680852483514
214,276,41.3379611091361,69.1702823049922
215,299,41.3396314634106,69.1791257826488
216,314,41.3457495586563,69.1755000372255
217,316,41.3425545048963,69.1691822134305
218,320,41.3397671147013,69.1807872101976
219,324,41.3178200057071,69.2343436955292
220,5,41.3198600229982,69.2769985356926
221,9,41.3303903039168,69.2790864171173
222,246А,41.3697074032698,69.3000103344126
223,17,41.3183935944927,69.2886525829031
224,21,41.368454,69.26522
225,43,41.3258053342642,69.2880225280809
226,51,41.3293454983387,69.2876282972839
227,53,41.3587233700677,69.2832026124597
228,272А,41.3547746856936,69.3017814279538
229,63,41.3524310140055,69.2861513921933
230,70,41.3360091259589,69.2857044334301
231,72,41.3809392503219,69.2735966268375
232,80,41.3245416421426,69.2789243876027
233,86,41.370210299086,69.2685161920844
234,96,41.3488354251891,69.2752765644926
235,97,41.3792048237321,69.3049399602838
236,98,41.3536188722401,69.3350113763982
237,105,41.3435648750741,69.3011420029723
238,117,41.3522516136601,69.2982293970106
239,122,41.365887922348,69.3108571946709
240,150,41.3492872478347,69.2664089411506
241,220,41.3648953693419,69.2763699831032
242,235,41.3705982172842,69.283671779102
243,240,41.3698547606746,69.2897057759209
244,246,41.3672943385901,69.297726018249
245,247,41.3781525488592,69.3019274414291
246,250,41.3705305144171,69.3054407144912
247,257,41.3756277892678,69.3161532307633
248,258,41.3746389528263,69.315156088317
249,259,41.3772554927894,69.2776463362155
250,260,41.3725244192524,69.2804525666751
251,265,41.3790767926702,69.2845731893129
252,271,41.3762896570884,69.2865939006957
253,273,41.3792762293702,69.3038972348463
254,274,41.3666015070539,69.324077766002
255,288,41.3692123954191,69.319164800937
256,302,41.3637109136986,69.2788606301062
257,313,41.3916004461774,69.2527939185568
258,260А,41.3774565447549,69.2624631256579
259,88,41.35749276242,69.3266393560025
260,ТФИДУМ,41.3507176576379,69.3170854121361
261,272,41.3575246111575,69.2895514486782
262,26,41.2693811418522,69.2347950195259
263,48,41.2738578402105,69.2632407429005
264,160А,41.2943285768375,69.2492349525568
265,89,41.2853456556321,69.2518628358681
266,91,41.2990095863602,69.2579568688391
267,100,41.2739551020394,69.2304311502998
268,118,41.2881369813218,69.2599674017823
269,127,41.2684772679297,69.2493038289343
270,135,41.2888308244165,69.2474591779868
271,144,41.2827215520627,69.2366929722553
272,172,41.2622861702151,69.2255811389098
273,319,41.266703,69.237534
274,23,41.28232505182,69.3673751927133
275,30,41.29011577036,69.3184196495294
276,61,41.2864679403727,69.3556099530439
277,67,41.2751388744634,69.3451481516273
278,160,41.2917239515043,69.2624887034966
279,69,41.3175715038765,69.3142789111743
280,145,41.303901770406,69.2877637841595
281,149,41.282965162953,69.3441021541106
282,151,41.2812631243408,69.346984949265
283,152,41.2986779572708,69.3594896957117
284,153,41.2919763680144,69.3298133686406
285,155,41.2850200900813,69.3276392698736
286,156,41.2668975417468,69.3170981956422
287,161,41.3009652849601,69.3097321305767
288,166,41.2942555132953,69.3422396796004
289,170,41.2688801819868,69.3182027905635
290,198,41.2713904593343,69.3501121385469
291,204,41.2949471866392,69.344807323852
292,206,41.253033501312,69.340515183573
293,212,41.2534209151812,69.3470888587064
294,215,41.2452463825344,69.3314611318257
295,216,41.2595348754024,69.3206864580661
296,226,41.286065716326,69.3418590084694
297,227,41.2760497390508,69.354439069002
298,230,41.2658540521996,69.3553284046412
299,231,41.2774072404437,69.3129798049323
300,244,41.2945312687449,69.346557182248
301,255,41.2920758693868,69.3631688055961
302,282,41.2931273206351,69.3660188516377
303,307,41.3106376692816,69.3235382408305
304,339,41.281231215393,69.3705942009627
305,337,41.2161387672628,69.3046703739844
306,АФИДУМ,41.3352895612553,69.2483930541414
307,350,41.2170054408995,69.2460656376449
308,353,41.2389404236739,69.2550364437911
309,352,41.228924716885,69.2805739066088
310,351,41.224005206439,69.2906704906078
311,348,41.2139614144544,69.340440476981
312,347,41.2367792454981,69.3721976514549
313,345,41.2205530750929,69.3331820503664
314,346,41.2162355355794,69.3239183469822
315,341,41.2896630408705,69.3907056900999
316,342,41.2990051067758,69.3919242102064
317,340,41.303975183281,69.4028137428183
318,343,41.3329783521838,69.4071999422928
319,344,41.3345097861026,69.4394768839542
320,349,41.2360439249343,69.2301154153596
321,338,41.3229360462588,69.361757210058
